Char: v7力		line:  1	Column: 1
Char: s		line: 51	Column:50
Char: d		line: 51	Column:51
Char: h		line: 51	Column:52
Char: f		line: 51	Column:53
Char: s		line: 52	Column: 1
Char: d		line: 52	Column: 2
Char: k		line: 52	Column: 3
Char: j		line: 52	Column: 4
Char: g		line: 52	Column: 5
Char: f		line: 52	Column: 6
Char: j		line: 52	Column: 7
Char: a		line: 52	Column: 8
Char: s		line: 52	Column: 9
Char: d		line: 52	Column:10
Char: g		line: 52	Column:11
Char: f		line: 52	Column:12
Char: j		line: 52	Column:13
Char:  		line: 52	Column:14
Char: s		line: 52	Column:15
Char: g		line: 52	Column:16
Char: a		line: 52	Column:17
Char: f		line: 52	Column:18
Char: j		line: 52	Column:19
Char: k		line: 52	Column:20
Char: g		line: 52	Column:21
Char: s		line: 52	Column:22
Char: d		line: 52	Column:23
Char:  		line: 52	Column:24
Char: a		line: 52	Column:25
Char: j		line: 52	Column:26
Char: f		line: 52	Column:27
Char: g		line: 52	Column:28
Char: h		line: 52	Column:29
Char: s		line: 52	Column:30
Char: d		line: 52	Column:31
Char: k		line: 52	Column:32
Char: j		line: 52	Column:33
Char: f		line: 52	Column:34
Char: g		line: 52	Column:35
Char:  		line: 52	Column:36
Char: d		line: 52	Column:37
Char: k		line: 52	Column:38
Char: j		line: 52	Column:39
Char: f		line: 52	Column:40
Char: h		line: 52	Column:41
Char: k		line: 52	Column:42
Char: j		line: 52	Column:43
Char: s		line: 52	Column:44
Char: d		line: 52	Column:45
Char:  		line: 52	Column:46
Char: f		line: 52	Column:47
Char: h		line: 52	Column:48
Char: j		line: 52	Column:49
Char: s		line: 52	Column:50
Char: d		line: 52	Column:51
Char: h		line: 52	Column:52
Char: f		line: 52	Column:53
Char: s		line: 53	Column: 1
Char: d		line: 53	Column: 2
Char: k		line: 53	Column: 3
Char: j		line: 53	Column: 4
Char: g		line: 53	Column: 5
Char: f		line: 53	Column: 6
Char: j		line: 53	Column: 7
Char: a		line: 53	Column: 8
Char: s		line: 53	Column: 9
Char: d		line: 53	Column:10
Char: g		line: 53	Column:11
Char: f		line: 53	Column:12
Char: j		line: 53	Column:13
Char:  		line: 53	Column:14
Char: s		line: 53	Column:15
Char: g		line: 53	Column:16
Char: a		line: 53	Column:17
Char: f		line: 53	Column:18
Char: j		line: 53	Column:19
Char: k		line: 53	Column:20
Char: g		line: 53	Column:21
Char: s		line: 53	Column:22
Char: d		line: 53	Column:23
Char:  		line: 53	Column:24
Char: a		line: 53	Column:25
Char: j		line: 53	Column:26
Char: f		line: 53	Column:27
Char: g		line: 53	Column:28
Char: h		line: 53	Column:29
Char: s		line: 53	Column:30
Char: d		line: 53	Column:31
Char: k		line: 53	Column:32
Char: j		line: 53	Column:33
Char: f		line: 53	Column:34
Char: g		line: 53	Column:35
Char:  		line: 53	Column:36
Char: d		line: 53	Column:37
Char: k		line: 53	Column:38
Char: j		line: 53	Column:39
Char: f		line: 53	Column:40
Char: h		line: 53	Column:41
Char: k		line: 53	Column:42
Char: j		line: 53	Column:43
Char: s		line: 53	Column:44
Char: d		line: 53	Column:45
Char:  		line: 53	Column:46
Char: f		line: 53	Column:47
Char: h		line: 53	Column:48
Char: j		line: 53	Column:49
Char: s		line: 53	Column:50
Char: d		line: 53	Column:51
Char: h		line: 53	Column:52
Char: f		line: 53	Column:53
Char: s		line: 54	Column: 1
Char: d		line: 54	Column: 2
Char: k		line: 54	Column: 3
Char: j		line: 54	Column: 4
Char: g		line: 54	Column: 5
Char: f		line: 54	Column: 6
Char: j		line: 54	Column: 7
Char: a		line: 54	Column: 8
Char: s		line: 54	Column: 9
Char: d		line: 54	Column:10
Char: g		line: 54	Column:11
Char: f		line: 54	Column:12
Char: j		line: 54	Column:13
Char:  		line: 54	Column:14
Char: s		line: 54	Column:15
Char: g		line: 54	Column:16
Char: a		line: 54	Column:17
Char: f		line: 54	Column:18
Char: j		line: 54	Column:19
Char: k		line: 54	Column:20
Char: g		line: 54	Column:21
Char: s		line: 54	Column:22
Char: d		line: 54	Column:23
Char:  		line: 54	Column:24
Char: a		line: 54	Column:25
Char: j		line: 54	Column:26
Char: f		line: 54	Column:27
Char: g		line: 54	Column:28
Char: h		line: 54	Column:29
Char: s		line: 54	Column:30
Char: d		line: 54	Column:31
Char: k		line: 54	Column:32
Char: j		line: 54	Column:33
Char: f		line: 54	Column:34
Char: g		line: 54	Column:35
Char:  		line: 54	Column:36
Char: d		line: 54	Column:37
Char: k		line: 54	Column:38
Char: j		line: 54	Column:39
Char: f		line: 54	Column:40
Char: h		line: 54	Column:41
Char: k		line: 54	Column:42
Char: j		line: 54	Column:43
Char: s		line: 54	Column:44
Char: d		line: 54	Column:45
Char:  		line: 54	Column:46
Char: f		line: 54	Column:47
Char: h		line: 54	Column:48
Char: j		line: 54	Column:49
Char: s		line: 54	Column:50
Char: d		line: 54	Column:51
Char: h		line: 54	Column:52
Char: f		line: 54	Column:53
Char: s		line: 55	Column: 1
Char: d		line: 55	Column: 2
Char: k		line: 55	Column: 3
Char: j		line: 55	Column: 4
Char: g		line: 55	Column: 5
Char: f		line: 55	Column: 6
Char: j		line: 55	Column: 7
Char: a		line: 55	Column: 8
Char: s		line: 55	Column: 9
Char: d		line: 55	Column:10
Char: g		line: 55	Column:11
Char: f		line: 55	Column:12
Char: j		line: 55	Column:13
Char:  		line: 55	Column:14
Char: s		line: 55	Column:15
Char: g		line: 55	Column:16
Char: a		line: 55	Column:17
Char: f		line: 55	Column:18
Char: j		line: 55	Column:19
Char: k		line: 55	Column:20
Char: g		line: 55	Column:21
Char: s		line: 55	Column:22
Char: d		line: 55	Column:23
Char:  		line: 55	Column:24
Char: a		line: 55	Column:25
Char: j		line: 55	Column:26
Char: f		line: 55	Column:27
Char: g		line: 55	Column:28
Char: h		line: 55	Column:29
Char: s		line: 55	Column:30
Char: d		line: 55	Column:31
Char: k		line: 55	Column:32
Char: j		line: 55	Column:33
Char: f		line: 55	Column:34
Char: g		line: 55	Column:35
Char:  		line: 55	Column:36
Char: d		line: 55	Column:37
Char: k		line: 55	Column:38
Char: j		line: 55	Column:39
Char: f		line: 55	Column:40
Char: h		line: 55	Column:41
Char: k		line: 55	Column:42
Char: j		line: 55	Column:43
Char: s		line: 55	Column:44
Char: d		line: 55	Column:45
Char:  		line: 55	Column:46
Char: f		line: 55	Column:47
Char: h		line: 55	Column:48
Char: j		line: 55	Column:49
Char: s		line: 55	Column:50
Char: d		line: 55	Column:51
Char: h		line: 55	Column:52
Char: f		line: 55	Column:53
Char: s		line: 55	Column:54
Char: d		line: 55	Column:55
Char: k		line: 55	Column:56
Char: j		line: 55	Column:57
Char: g		line: 55	Column:58
Char: f		line: 55	Column:59
Char: j		line: 55	Column:60
Char: a		line: 55	Column:61
Char: s		line: 55	Column:62
Char: d		line: 55	Column:63
Char: g		line: 55	Column:64
Char: f		line: 55	Column:65
Char: j		line: 55	Column:66
Char:  		line: 55	Column:67
Char: s		line: 55	Column:68
Char: g		line: 55	Column:69
Char: a		line: 55	Column:70
Char: f		line: 55	Column:71
Char: j		line: 55	Column:72
Char: k		line: 55	Column:73
Char: g		line: 55	Column:74
Char: s		line: 55	Column:75
Char: d		line: 55	Column:76
Char:  		line: 55	Column:77
Char: a		line: 55	Column:78
Char: j		line: 55	Column:79
Char: f		line: 55	Column:80
Char: g		line: 55	Column:81
Char: h		line: 55	Column:82
Char: s		line: 55	Column:83
Char: d		line: 55	Column:84
Char: k		line: 55	Column:85
Char: j		line: 55	Column:86
Char: f		line: 55	Column:87
Char: g		line: 55	Column:88
Char:  		line: 55	Column:89
Char: d		line: 55	Column:90
Char: k		line: 55	Column:91
Char: j		line: 55	Column:92
Char: f		line: 55	Column:93
Char: h		line: 55	Column:94
Char: k		line: 55	Column:95
Char: j		line: 55	Column:96
Char: s		line: 55	Column:97
Char: d		line: 55	Column:98
Char:  		line: 55	Column:99
Char: f		line: 55	Column:100
Char: h		line: 55	Column:101
Char: j		line: 55	Column:102
Char: s		line: 55	Column:103
Char: d		line: 55	Column:104
Char: h		line: 55	Column:105
Char: f		line: 55	Column:106
Char: s		line: 55	Column:107
Char: d		line: 55	Column:108
Char: k		line: 55	Column:109
Char: j		line: 55	Column:110
Char: g		line: 55	Column:111
Char: f		line: 55	Column:112
Char: j		line: 55	Column:113
Char: a		line: 55	Column:114
Char: s		line: 55	Column:115
Char: d		line: 55	Column:116
Char: g		line: 55	Column:117
Char: f		line: 55	Column:118
Char: j		line: 55	Column:119
Char:  		line: 55	Column:120
Char: s		line: 55	Column:121
Char: g		line: 55	Column:122
Char: a		line: 55	Column:123
Char: f		line: 55	Column:124
Char: j		line: 55	Column:125
Char: k		line: 55	Column:126
Char: g		line: 55	Column:127
Char: s		line: 55	Column:128
Char: d		line: 55	Column:129
Char:  		line: 55	Column:130
Char: a		line: 55	Column:131
Char: j		line: 55	Column:132
Char: f		line: 55	Column:133
Char: g		line: 55	Column:134
Char: h		line: 55	Column:135
Char: s		line: 55	Column:136
Char: d		line: 55	Column:137
Char: k		line: 55	Column:138
Char: j		line: 55	Column:139
Char: f		line: 55	Column:140
Char: g		line: 55	Column:141
Char:  		line: 55	Column:142
Char: d		line: 55	Column:143
Char: k		line: 55	Column:144
Char: j		line: 55	Column:145
Char: f		line: 55	Column:146
Char: h		line: 55	Column:147
Char: k		line: 55	Column:148
Char: j		line: 55	Column:149
Char: s		line: 55	Column:150
Char: d		line: 55	Column:151
Char:  		line: 55	Column:152
Char: f		line: 55	Column:153
Char: h		line: 55	Column:154
Char: j		line: 55	Column:155
Char: s		line: 55	Column:156
Char: d		line: 55	Column:157
Char: h		line: 55	Column:158
Char: f		line: 55	Column:159
Char: s		line: 55	Column:160
Char: d		line: 55	Column:161
Char: k		line: 55	Column:162
Char: j		line: 55	Column:163
Char: g		line: 55	Column:164
Char: f		line: 55	Column:165
Char: j		line: 55	Column:166
Char: a		line: 55	Column:167
Char: s		line: 55	Column:168
Char: d		line: 55	Column:169
Char: g		line: 55	Column:170
Char: f		line: 55	Column:171
Char: j		line: 55	Column:172
Char:  		line: 55	Column:173
Char: s		line: 55	Column:174
Char: g		line: 55	Column:175
Char: a		line: 55	Column:176
Char: f		line: 55	Column:177
Char: j		line: 55	Column:178
Char: k		line: 55	Column:179
Char: g		line: 55	Column:180
Char: s		line: 55	Column:181
Char: d		line: 55	Column:182
Char:  		line: 55	Column:183
Char: a		line: 55	Column:184
Char: j		line: 55	Column:185
Char: f		line: 55	Column:186
Char: g		line: 55	Column:187
Char: h		line: 55	Column:188
Char: s		line: 55	Column:189
Char: d		line: 55	Column:190
Char: k		line: 55	Column:191
Char: j		line: 55	Column:192
Char: f		line: 55	Column:193
Char: g		line: 55	Column:194
Char:  		line: 55	Column:195
Char: d		line: 55	Column:196
Char: k		line: 55	Column:197
Char: j		line: 55	Column:198
Char: f		line: 55	Column:199
Char: h		line: 55	Column:200
Char: k		line: 55	Column:201
Char: j		line: 55	Column:202
Char: s		line: 55	Column:203
Char: d		line: 55	Column:204
Char:  		line: 55	Column:205
Char: f		line: 55	Column:206
Char: h		line: 55	Column:207
Char: j		line: 55	Column:208
Char: s		line: 55	Column:209
Char: d		line: 55	Column:210
Char: h		line: 55	Column:211
Char: f		line: 55	Column:212
Char: s		line: 56	Column: 1
Char: d		line: 56	Column: 2
Char: k		line: 56	Column: 3
Char: j		line: 56	Column: 4
Char: g		line: 56	Column: 5
Char: f		line: 56	Column: 6
Char: j		line: 56	Column: 7
Char: a		line: 56	Column: 8
Char: s		line: 56	Column: 9
Char: d		line: 56	Column:10
Char: g		line: 56	Column:11
Char: f		line: 56	Column:12
Char: j		line: 56	Column:13
Char:  		line: 56	Column:14
Char: s		line: 56	Column:15
Char: g		line: 56	Column:16
Char: a		line: 56	Column:17
Char: f		line: 56	Column:18
Char: j		line: 56	Column:19
Char: k		line: 56	Column:20
Char: g		line: 56	Column:21
Char: s		line: 56	Column:22
Char: d		line: 56	Column:23
Char:  		line: 56	Column:24
Char: a		line: 56	Column:25
Char: j		line: 56	Column:26
Char: f		line: 56	Column:27
Char: g		line: 56	Column:28
Char: h		line: 56	Column:29
Char: s		line: 56	Column:30
Char: d		line: 56	Column:31
Char: k		line: 56	Column:32
Char: j		line: 56	Column:33
Char: f		line: 56	Column:34
Char: g		line: 56	Column:35
Char:  		line: 56	Column:36
Char: d		line: 56	Column:37
Char: k		line: 56	Column:38
Char: j		line: 56	Column:39
Char: f		line: 56	Column:40
Char: h		line: 56	Column:41
Char: k		line: 56	Column:42
Char: j		line: 56	Column:43
Char: s<力		line: 56	Column:44
Char: d7力		line: 56	Column:45
Char:  7力		line: 56	Column:46
Char: f7力		line: 56	Column:47
Char: h7力		line: 56	Column:48
Char: j7力		line: 56	Column:49
Char: s7力		line: 56	Column:50
Char: d7力		line: 56	Column:51
Char: h		line: 56	Column:52
Char: f		line: 56	Column:53
Char: s		line: 56	Column:54
Char: d		line: 56	Column:55
Char: k		line: 56	Column:56
Char: j		line: 56	Column:57
Char: g		line: 56	Column:58
Char: f		line: 56	Column:59
Char: j		line: 56	Column:60
Char: a		line: 56	Column:61
Char: s		line: 56	Column:62
Char: d		line: 56	Column:63
Char: g		line: 56	Column:64
Char: f		line: 56	Column:65
Char: j		line: 56	Column:66
Char:  		line: 56	Column:67
Char: s		line: 56	Column:68
Char: g		line: 56	Column:69
Char: a		line: 56	Column:70
Char: f		line: 56	Column:71
Char: j		line: 56	Column:72
Char: k		line: 56	Column:73
Char: g		line: 56	Column:74
Char: s		line: 56	Column:75
Char: d		line: 56	Column:76
Char:  		line: 56	Column:77
Char: a		line: 56	Column:78
Char: j		line: 56	Column:79
Char: f		line: 56	Column:80
Char: g		line: 56	Column:81
Char: h		line: 56	Column:82
Char: s		line: 56	Column:83
Char: d		line: 56	Column:84
Char: k		line: 56	Column:85
Char: j		line: 56	Column:86
Char: f		line: 56	Column:87
Char: g		line: 56	Column:88
Char:  		line: 56	Column:89
Char: d		line: 56	Column:90
Char: k		line: 56	Column:91
Char: j		line: 56	Column:92
Char: f		line: 56	Column:93
Char: h		line: 56	Column:94
Char: k		line: 56	Column:95
Char: j		line: 56	Column:96
Char: s		line: 56	Column:97
Char: d		line: 56	Column:98
Char:  		line: 56	Column:99
Char: f		line: 56	Column:100
Char: h		line: 56	Column:101
Char: j		line: 56	Column:102
Char: s		line: 56	Column:103
Char: d		line: 56	Column:104
Char: h		line: 56	Column:105
Char: f		line: 56	Column:106
Char: s		line: 56	Column:107
Char: d		line: 56	Column:108
Char: k		line: 56	Column:109
Char: j		line: 56	Column:110
Char: g		line: 56	Column:111
Char: f		line: 56	Column:112
Char: j		line: 56	Column:113
Char: a		line: 56	Column:114
Char: s		line: 56	Column:115
Char: d		line: 56	Column:116
Char: g		line: 56	Column:117
Char: f		line: 56	Column:118
Char: j		line: 56	Column:119
Char:  		line: 56	Column:120
Char: s		line: 56	Column:121
Char: g		line: 56	Column:122
Char: a		line: 56	Column:123
Char: f		line: 56	Column:124
Char: j		line: 56	Column:125
Char: k		line: 56	Column:126
Char: g		line: 56	Column:127
Char: s		line: 56	Column:128
Char: d		line: 56	Column:129
Char:  		line: 56	Column:130
Char: a		line: 56	Column:131
Char: j		line: 56	Column:132
Char: f		line: 56	Column:133
Char: g		line: 56	Column:134
Char: h		line: 56	Column:135
Char: s		line: 56	Column:136
Char: d		line: 56	Column:137
Char: k		line: 56	Column:138
Char: j		line: 56	Column:139
Char: f		line: 56	Column:140
Char: g		line: 56	Column:141
Char:  		line: 56	Column:142
Char: d		line: 56	Column:143
Char: k		line: 56	Column:144
Char: j		line: 56	Column:145
Char: f		line: 56	Column:146
Char: h		line: 56	Column:147
Char: k		line: 56	Column:148
Char: j		line: 56	Column:149
Char: s		line: 56	Column:150
Char: d		line: 56	Column:151
Char:  		line: 56	Column:152
Char: f		line: 56	Column:153
Char: h		line: 56	Column:154
Char: j		line: 56	Column:155
Char: s		line: 56	Column:156
Char: d		line: 56	Column:157
Char: h		line: 56	Column:158
Char: f		line: 56	Column:159
Char: s		line: 56	Column:160
Char: d		line: 56	Column:161
Char: k		line: 56	Column:162
Char: j		line: 56	Column:163
Char: g		line: 56	Column:164
Char: f		line: 56	Column:165
Char: j		line: 56	Column:166
Char: a		line: 56	Column:167
Char: s		line: 56	Column:168
Char: d		line: 56	Column:169
Char: g		line: 56	Column:170
Char: f		line: 56	Column:171
Char: j		line: 56	Column:172
Char:  		line: 56	Column:173
Char: s		line: 56	Column:174
Char: g		line: 56	Column:175
Char: a		line: 56	Column:176
Char: f		line: 56	Column:177
Char: j		line: 56	Column:178
Char: k		line: 56	Column:179
Char: g		line: 56	Column:180
Char: s		line: 56	Column:181
Char: d		line: 56	Column:182
Char:  		line: 56	Column:183
Char: a		line: 56	Column:184
Char: j		line: 56	Column:185
Char: f		line: 56	Column:186
Char: g		line: 56	Column:187
Char: h		line: 56	Column:188
Char: s		line: 56	Column:189
Char: d		line: 56	Column:190
Char: k		line: 56	Column:191
Char: j		line: 56	Column:192
Char: f		line: 56	Column:193
Char: g		line: 56	Column:194
Char:  		line: 56	Column:195
Char: d		line: 56	Column:196
Char: k		line: 56	Column:197
Char: j		line: 56	Column:198
Char: f		line: 56	Column:199
Char: h		line: 56	Column:200
Char: k		line: 56	Column:201
Char: j		line: 56	Column:202
Char: s		line: 56	Column:203
Char: d		line: 56	Column:204
Char:  		line: 56	Column:205
Char: f		line: 56	Column:206
Char: h		line: 56	Column:207
Char: j		line: 56	Column:208
Char: s		line: 56	Column:209
Char: d		line: 56	Column:210
Char: h		line: 56	Column:211
Char: f		line: 56	Column:212
Char: a		line: 57	Column: 1
Char: s		line: 57	Column: 2
Char: s		line: 57	Column: 3
Char: s		line: 57	Column: 4
Char: s		line: 57	Column: 5
Char: s		line: 57	Column: 6
Char: s		line: 57	Column: 7
Char: s		line: 57	Column: 8
Char: s		line: 57	Column: 9
Char: s		line: 57	Column:10
Char: s		line: 57	Column:11
Char: s		line: 57	Column:12
Char: s		line: 57	Column:13
Char: s		line: 57	Column:14
Char: s		line: 57	Column:15
Char: s		line: 57	Column:16
Char: s		line: 57	Column:17
Char: s		line: 57	Column:18
Char: s		line: 57	Column:19
Char: s		line: 57	Column:20
Char: s		line: 57	Column:21
Char: s		line: 57	Column:22
Char: s		line: 57	Column:23
Char: s		line: 57	Column:24
Char: s		line: 57	Column:25
Char: s		line: 57	Column:26
Char: s		line: 57	Column:27
Char: s		line: 57	Column:28
Char: s		line: 57	Column:29
Char: s		line: 57	Column:30
Char: s		line: 57	Column:31
Char: s		line: 57	Column:32
Char: s		line: 57	Column:33
Char: s		line: 57	Column:34
Char: s		line: 57	Column:35
Char: s		line: 57	Column:36
Char: s		line: 57	Column:37
Char: s		line: 57	Column:38
Char: s		line: 57	Column:39
Char: s		line: 57	Column:40
Char: s		line: 57	Column:41
Char: s		line: 57	Column:42
Char: s		line: 57	Column:43
Char: s		line: 57	Column:44
Char: s		line: 57	Column:45
Char: s		line: 57	Column:46
Char: s		line: 57	Column:47
Char: s		line: 57	Column:48
Char: s		line: 57	Column:49
Char: s		line: 57	Column:50
Char: s		line: 57	Column:51
Char: s		line: 57	Column:52
Char: s		line: 57	Column:53
Char: s		line: 57	Column:54
Char: s		line: 57	Column:55
Char: s		line: 57	Column:56
Char: s		line: 57	Column:57
Char: s		line: 57	Column:58
Char: v		line: 57	Column:59
Char: s		line: 58	Column: 1
Char: d		line: 58	Column: 2
Char: k		line: 58	Column: 3
Char: j		line: 58	Column: 4
Char: g		line: 58	Column: 5
Char: f		line: 58	Column: 6
Char: j		line: 58	Column: 7
Char: a		line: 58	Column: 8
Char: s		line: 58	Column: 9
Char: d		line: 58	Column:10
Char: g		line: 58	Column:11
Char: f		line: 58	Column:12
Char: j		line: 58	Column:13
Char:  		line: 58	Column:14
Char: s		line: 58	Column:15
Char: g		line: 58	Column:16
Char: a		line: 58	Column:17
Char: f		line: 58	Column:18
Char: j		line: 58	Column:19
Char: k		line: 58	Column:20
Char: g		line: 58	Column:21
Char: s		line: 58	Column:22
Char: d		line: 58	Column:23
Char:  		line: 58	Column:24
Char: a		line: 58	Column:25
Char: j		line: 58	Column:26
Char: f		line: 58	Column:27
Char: g		line: 58	Column:28
Char: h		line: 58	Column:29
Char: s		line: 58	Column:30
Char: d		line: 58	Column:31
Char: k		line: 58	Column:32
Char: j		line: 58	Column:33
Char: f		line: 58	Column:34
Char: g		line: 58	Column:35
Char:  		line: 58	Column:36
Char: d		line: 58	Column:37
Char: k		line: 58	Column:38
Char: j		line: 58	Column:39
Char: f		line: 58	Column:40
Char: h		line: 58	Column:41
Char: k		line: 58	Column:42
Char: j		line: 58	Column:43
Char: s		line: 58	Column:44
Char: d		line: 58	Column:45
Char:  		line: 58	Column:46
Char: f		line: 58	Column:47
Char: h		line: 58	Column:48
Char: j		line: 58	Column:49
Char: s		line: 58	Column:50
Char: d		line: 58	Column:51
Char: h		line: 58	Column:52
Char: f		line: 58	Column:53
Char: s		line: 58	Column:54
Char: d		line: 58	Column:55
Char: k		line: 58	Column:56
Char: j		line: 58	Column:57
Char: g		line: 58	Column:58
Char: f		line: 58	Column:59
Char: j		line: 58	Column:60
Char: a		line: 58	Column:61
Char: s		line: 58	Column:62
Char: d		line: 58	Column:63
Char: g		line: 58	Column:64
Char: f		line: 58	Column:65
Char: j		line: 58	Column:66
Char:  		line: 58	Column:67
Char: s		line: 58	Column:68
Char: g		line: 58	Column:69
Char: a		line: 58	Column:70
Char: f		line: 58	Column:71
Char: j		line: 58	Column:72
Char: k		line: 58	Column:73
Char: g		line: 58	Column:74
Char: s		line: 58	Column:75
Char: d		line: 58	Column:76
Char:  		line: 58	Column:77
Char: a		line: 58	Column:78
Char: j		line: 58	Column:79
Char: f		line: 58	Column:80
Char: g		line: 58	Column:81
Char: h		line: 58	Column:82
Char: s		line: 58	Column:83
Char: d		line: 58	Column:84
Char: k		line: 58	Column:85
Char: j		line: 58	Column:86
Char: f		line: 58	Column:87
Char: g		line: 58	Column:88
Char:  		line: 58	Column:89
Char: d		line: 58	Column:90
Char: k		line: 58	Column:91
Char: j		line: 58	Column:92
Char: f		line: 58	Column:93
Char: h		line: 58	Column:94
Char: k		line: 58	Column:95
Char: j		line: 58	Column:96
Char: s		line: 58	Column:97
Char: d		line: 58	Column:98
Char:  		line: 58	Column:99
Char: f		line: 58	Column:100
Char: h		line: 58	Column:101
Char: j		line: 58	Column:102
Char: s		line: 58	Column:103
Char: d		line: 58	Column:104
Char: h		line: 58	Column:105
Char: f		line: 58	Column:106
Char: v		line: 58	Column:107
Char: s		line: 59	Column: 1
Char: d		line: 59	Column: 2
Char: k		line: 59	Column: 3
Char: j		line: 59	Column: 4
Char: g		line: 59	Column: 5
Char: f		line: 59	Column: 6
Char: j		line: 59	Column: 7
Char: a		line: 59	Column: 8
Char: s		line: 59	Column: 9
Char: d		line: 59	Column:10
Char: g		line: 59	Column:11
Char: f		line: 59	Column:12
Char: j		line: 59	Column:13
Char:  		line: 59	Column:14
Char: s		line: 59	Column:15
Char: g		line: 59	Column:16
Char: a		line: 59	Column:17
Char: f		line: 59	Column:18
Char: j		line: 59	Column:19
Char: k		line: 59	Column:20
Char: g		line: 59	Column:21
Char: s		line: 59	Column:22
Char: d		line: 59	Column:23
Char:  		line: 59	Column:24
Char: a		line: 59	Column:25
Char: j		line: 59	Column:26
Char: f		line: 59	Column:27
Char: g		line: 59	Column:28
Char: h		line: 59	Column:29
Char: s		line: 59	Column:30
Char: d		line: 59	Column:31
Char: k		line: 59	Column:32
Char: j		line: 59	Column:33
Char: f		line: 59	Column:34
Char: g		line: 59	Column:35
Char:  		line: 59	Column:36
Char: d		line: 59	Column:37
Char: k		line: 59	Column:38
Char: j		line: 59	Column:39
Char: f		line: 59	Column:40
Char: h		line: 59	Column:41
Char: k		line: 59	Column:42
Char: j		line: 59	Column:43
Char: s		line: 59	Column:44
Char: d		line: 59	Column:45
Char:  		line: 59	Column:46
Char: f		line: 59	Column:47
Char: h		line: 59	Column:48
Char: j		line: 59	Column:49
Char: s		line: 59	Column:50
Char: d		line: 59	Column:51
Char: h		line: 59	Column:52
Char: f		line: 59	Column:53
Char: s		line: 60	Column: 1
Char: d		line: 60	Column: 2
Char: k		line: 60	Column: 3
Char: j		line: 60	Column: 4
Char: g		line: 60	Column: 5
Char: f		line: 60	Column: 6
Char: j		line: 60	Column: 7
Char: a		line: 60	Column: 8
Char: s		line: 60	Column: 9
Char: d		line: 60	Column:10
Char: g		line: 60	Column:11
Char: f		line: 60	Column:12
Char: j		line: 60	Column:13
Char:  		line: 60	Column:14
Char: s		line: 60	Column:15
Char: g		line: 60	Column:16
Char: a		line: 60	Column:17
Char: f		line: 60	Column:18
Char: j		line: 60	Column:19
Char: k		line: 60	Column:20
Char: g		line: 60	Column:21
Char: s		line: 60	Column:22
Char: d		line: 60	Column:23
Char:  		line: 60	Column:24
Char: a		line: 60	Column:25
Char: j		line: 60	Column:26
Char: f		line: 60	Column:27
Char: g		line: 60	Column:28
Char: h		line: 60	Column:29
Char: s		line: 60	Column:30
Char: d		line: 60	Column:31
Char: k		line: 60	Column:32
Char: j		line: 60	Column:33
Char: f		line: 60	Column:34
Char: g		line: 60	Column:35
Char:  		line: 60	Column:36
Char: d		line: 60	Column:37
Char: k		line: 60	Column:38
Char: j		line: 60	Column:39
Char: f		line: 60	Column:40
Char: h		line: 60	Column:41
Char: k		line: 60	Column:42
Char: j		line: 60	Column:43
Char: s		line: 60	Column:44
Char: d		line: 60	Column:45
Char:  		line: 60	Column:46
Char: f		line: 60	Column:47
Char: h		line: 60	Column:48
Char: j		line: 60	Column:49
Char: s		line: 60	Column:50
Char: d		line: 60	Column:51
Char: h		line: 60	Column:52
Char: f		line: 60	Column:53
Char: s		line: 61	Column: 1
Char: d		line: 61	Column: 2
Char: k		line: 61	Column: 3
Char: j		line: 61	Column: 4
Char: g		line: 61	Column: 5
Char: f		line: 61	Column: 6
Char: j		line: 61	Column: 7
Char: a		line: 61	Column: 8
Char: s		line: 61	Column: 9
Char: d		line: 61	Column:10
Char: g		line: 61	Column:11
Char: f		line: 61	Column:12
Char: j		line: 61	Column:13
Char:  		line: 61	Column:14
Char: s		line: 61	Column:15
Char: g		line: 61	Column:16
Char: a		line: 61	Column:17
Char: f		line: 61	Column:18
Char: j		line: 61	Column:19
Char: k		line: 61	Column:20
Char: g		line: 61	Column:21
Char: s		line: 61	Column:22
Char: d		line: 61	Column:23
Char:  		line: 61	Column:24
Char: a		line: 61	Column:25
Char: j		line: 61	Column:26
Char: f		line: 61	Column:27
Char: g		line: 61	Column:28
Char: h		line: 61	Column:29
Char: s		line: 61	Column:30
Char: d		line: 61	Column:31
Char: k		line: 61	Column:32
Char: j		line: 61	Column:33
Char: f		line: 61	Column:34
Char: g		line: 61	Column:35
Char:  		line: 61	Column:36
Char: d		line: 61	Column:37
Char: k		line: 61	Column:38
Char: j		line: 61	Column:39
Char: f		line: 61	Column:40
Char: h		line: 61	Column:41
Char: k		line: 61	Column:42
Char: j		line: 61	Column:43
Char: s		line: 61	Column:44
Char: d		line: 61	Column:45
Char:  		line: 61	Column:46
Char: f		line: 61	Column:47
Char: h		line: 61	Column:48
Char: j		line: 61	Column:49
Char: s		line: 61	Column:50
Char: d		line: 61	Column:51
Char: h		line: 61	Column:52
Char: f		line: 61	Column:53
Char: s		line: 63	Column: 1
Char: d		line: 63	Column: 2
Char: k		line: 63	Column: 3
Char: j		line: 63	Column: 4
Char: g		line: 63	Column: 5
Char: f		line: 63	Column: 6
Char: j		line: 63	Column: 7
Char: a		line: 63	Column: 8
Char: s		line: 63	Column: 9
Char: d		line: 63	Column:10
Char: g		line: 63	Column:11
Char: f		line: 63	Column:12
